User_ID,Age,Income (INR),Credit Score,Risk Appetite,Preferred Spending
5020,38,4578023,628,High,Travel
5021,42,4194974,671,Low,Travel
5022,45,2636901,810,Medium,Groceries
5023,64,350408,452,Medium,Entertainment
5024,32,3160776,779,Medium,Travel
5025,21,4356094,882,Medium,Entertainment
5026,46,2250126,319,High,Shopping
5027,26,3583167,892,High,Entertainment
5028,44,2155599,527,Medium,Travel
5029,43,4928257,645,Low,Groceries
5030,36,3922490,318,High,Shopping
5031,45,2715553,743,Low,Groceries
5032,34,3421639,667,Medium,Entertainment
5033,60,1341219,446,High,Groceries
5034,58,459383,803,High,Entertainment
5035,59,2660461,729,High,Dining
5036,67,376682,739,Low,Entertainment
5037,37,2216987,497,Medium,Healthcare
5038,62,3109419,586,Medium,Groceries
5039,57,1999215,864,High,Travel
5040,56,296453,668,High,Dining
5041,66,778078,539,Medium,Shopping
5042,40,2635142,586,Low,Entertainment
5043,64,608449,694,High,Healthcare
5044,49,4931792,817,Low,Dining
5045,69,776563,860,Low,Groceries
5046,64,2253164,359,Medium,Dining
5047,50,2766436,844,Medium,Travel
5048,63,4022379,602,Low,Travel
5049,22,3650320,543,Low,Travel
5050,60,3245236,506,Medium,Healthcare
5051,65,1663138,674,High,Dining
5052,51,3975470,582,Low,Dining
5053,57,3871782,777,High,Groceries
5054,28,2752387,321,Low,Shopping
5055,67,3836402,858,Medium,Travel
5056,20,4240098,648,High,Shopping
5057,50,4259833,788,Medium,Shopping
5058,28,693496,557,Low,Travel
5059,33,1719493,346,Medium,Travel
5060,35,1468748,326,High,Groceries
5061,47,4364026,326,Medium,Healthcare
5062,65,3371029,696,High,Travel
5063,27,3914779,444,Medium,Shopping
5064,35,1400413,886,Medium,Groceries
5065,55,1031219,821,High,Dining
5066,36,2155683,420,High,Groceries
5067,53,475001,761,High,Travel
5068,30,1664236,681,Low,Entertainment
5069,63,4924044,717,Medium,Travel
5070,20,4505457,626,High,Healthcare
5071,27,3283873,690,Low,Groceries
5072,55,1529020,596,Low,Travel
5073,18,600717,383,High,Shopping
5074,44,3347573,445,High,Shopping
5075,63,1367918,470,High,Groceries
5076,25,961654,633,Low,Healthcare
5077,68,1196270,723,Low,Entertainment
5078,63,2546002,608,Medium,Groceries
5079,59,3593416,825,Low,Healthcare
5080,34,2855844,868,High,Shopping
5081,26,1795428,646,Medium,Travel
5082,23,3967914,601,Medium,Dining
5083,60,1174939,646,Medium,Travel
5084,42,3304952,707,Medium,Shopping
5085,56,4834995,432,High,Entertainment
5086,66,4128408,405,Medium,Shopping
5087,45,1139203,470,High,Travel
5088,50,2930061,549,Low,Travel
5089,54,1952153,843,High,Entertainment
5090,26,3474199,561,Medium,Entertainment
5091,35,2056719,793,Low,Shopping
5092,38,1656851,543,Low,Travel
5093,19,2036294,750,Low,Dining
5094,60,2929744,589,Medium,Dining
5095,55,1353535,562,High,Groceries
5096,57,4027573,613,High,Dining
5097,53,2132811,384,Medium,Shopping
5098,67,4448887,714,Medium,Shopping
5099,60,1896941,628,Low,Groceries
5100,54,644846,344,High,Healthcare
5101,32,1359935,632,Medium,Groceries
5102,45,3897102,764,Medium,Healthcare
5103,35,3861057,499,High,Healthcare
5104,51,3404991,500,Low,Travel
5105,39,2155163,628,Low,Entertainment
5106,28,1309240,539,Low,Dining
5107,30,2715048,882,High,Healthcare
5108,21,2183157,658,Medium,Travel
5109,39,2204254,659,Medium,Groceries
5110,24,3684840,677,Medium,Groceries
5111,60,4266723,684,Medium,Healthcare
5112,41,3121984,764,High,Travel
5113,21,2726919,521,Low,Shopping
5114,45,2063096,664,Low,Entertainment
5115,32,208981,371,Low,Entertainment
5116,18,3759976,539,Low,Dining
5117,20,307154,803,Medium,Healthcare
5118,31,1928177,713,Medium,Shopping
5119,55,4354534,426,High,Dining
5120,67,3537850,786,Low,Shopping
5121,18,1252233,896,Medium,Entertainment
5122,55,3104814,826,Medium,Travel
5123,55,1136184,547,Medium,Healthcare
5124,38,3559494,781,Low,Shopping
5125,65,2906171,611,Medium,Shopping
5126,46,1939886,743,Low,Shopping
5127,22,4341747,582,Low,Entertainment
5128,66,2246771,301,High,Healthcare
5129,27,3643737,373,High,Travel
5130,45,922300,363,Low,Travel
5131,38,1768473,646,Low,Shopping
5132,67,2335021,623,Low,Travel
5133,24,4892489,538,Medium,Dining
5134,20,3446797,696,Medium,Travel
5135,62,4642881,636,Medium,Shopping
5136,64,4722700,640,High,Dining
5137,37,3687258,578,Low,Healthcare
5138,36,2415880,652,Medium,Groceries
5139,52,4918150,762,Medium,Entertainment
5140,21,3810566,761,High,Travel
5141,22,3139119,592,High,Dining
5142,18,2552712,706,Low,Groceries
5143,21,968026,461,Low,Healthcare
5144,29,595462,802,Medium,Groceries
5145,44,1530730,747,Medium,Healthcare
5146,59,2424103,754,Medium,Shopping
5147,40,1579078,564,Medium,Shopping
5148,42,348306,431,Medium,Entertainment
5149,38,1082622,419,High,Entertainment
5150,69,3985811,518,Low,Healthcare
5151,41,4836971,716,High,Groceries
5152,42,3206374,804,Low,Entertainment
5153,62,722886,599,Low,Travel
5154,63,799493,408,Low,Groceries
5155,49,2272551,537,High,Entertainment
5156,49,3659824,592,Medium,Groceries
5157,22,2333871,878,Low,Travel
5158,53,4376213,486,Low,Groceries
5159,63,4443041,335,High,Groceries
5160,59,3798397,860,High,Dining
5161,66,4040624,555,Medium,Healthcare
5162,59,4575980,734,Medium,Shopping
5163,56,4986431,307,Low,Entertainment
5164,33,3647797,477,High,Entertainment
5165,50,287745,541,Medium,Entertainment
5166,66,326298,340,Medium,Healthcare
5167,38,2601583,656,Medium,Groceries
5168,26,3977268,412,High,Travel
5169,23,4765771,465,High,Travel
5170,68,1987702,803,High,Shopping
5171,62,3785435,377,High,Shopping
5172,52,2517165,495,High,Shopping
5173,56,999235,701,Low,Travel
5174,39,3526425,363,Low,Groceries
5175,58,3988835,724,High,Shopping
5176,22,4408002,341,Low,Shopping
5177,59,215376,672,High,Travel
5178,40,2572413,605,Low,Entertainment
5179,34,2533743,508,Low,Groceries
5180,29,3394514,766,Medium,Shopping
5181,40,837293,603,High,Groceries
5182,33,4366817,884,Low,Dining
5183,20,528624,691,Low,Entertainment
5184,47,887055,452,Medium,Entertainment
5185,39,4264743,661,Low,Shopping
5186,26,1621742,563,Medium,Shopping
5187,46,1664294,515,Low,Travel
5188,64,643226,842,Medium,Entertainment
5189,54,3304997,823,Medium,Dining
5190,40,1715697,493,High,Dining
5191,30,1873783,326,High,Dining
5192,49,2118541,345,Low,Healthcare
5193,63,4331608,357,High,Travel
5194,69,672803,312,High,Travel
5195,64,1734851,348,High,Shopping
5196,65,2507022,393,Low,Travel
5197,40,793695,883,Low,Shopping
5198,62,1846673,750,High,Shopping
5199,34,4673677,678,High,Healthcare
5200,57,4290617,309,Low,Travel
5201,38,2863616,815,High,Travel
5202,19,3443283,523,Medium,Healthcare
5203,54,4921737,680,Low,Healthcare
5204,23,1345865,840,Low,Travel
5205,61,1911738,601,Medium,Travel
5206,35,620129,502,High,Shopping
5207,47,4002010,888,Medium,Groceries
5208,39,3024743,870,High,Entertainment
5209,50,4546048,495,High,Shopping
5210,47,2080352,621,Low,Dining
5211,34,612230,717,Low,Dining
5212,60,3943368,641,High,Groceries
5213,49,3648196,688,Medium,Entertainment
5214,59,1756321,308,Low,Healthcare
5215,68,3177659,831,High,Dining
5216,31,3572438,448,Low,Healthcare
5217,27,4155544,682,Low,Healthcare
5218,64,4922104,828,Low,Shopping
5219,68,4269298,311,Medium,Healthcare
5220,53,3469503,775,Medium,Groceries
5221,51,278743,893,High,Shopping
5222,26,547786,878,Medium,Groceries
5223,59,2688883,352,High,Healthcare
5224,45,804146,735,High,Dining
5225,28,2225321,505,Low,Entertainment
5226,31,928927,353,Low,Healthcare
5227,56,4513399,879,Medium,Groceries
5228,64,1808412,789,High,Travel
5229,36,1151399,643,High,Travel
5230,32,3975685,468,Low,Dining
5231,45,1066603,460,Low,Entertainment
5232,41,2604710,826,Low,Groceries
5233,25,3943087,826,Medium,Dining
5234,60,3045653,586,High,Shopping
5235,26,3312959,711,High,Healthcare
5236,64,4660745,821,High,Shopping
5237,50,4260828,868,Low,Travel
5238,50,2433232,498,Medium,Healthcare
5239,36,417885,460,Medium,Shopping
5240,20,4542196,688,Low,Travel
5241,27,664764,773,Medium,Entertainment
5242,57,2450477,680,Medium,Shopping
5243,64,2719570,891,High,Healthcare
5244,59,791444,423,Low,Shopping
5245,18,4112976,371,Low,Healthcare
5246,46,2292461,467,Low,Shopping
5247,67,4454567,583,Low,Dining
5248,51,4251156,793,High,Entertainment
5249,68,1367208,335,Medium,Shopping
5250,30,1522924,474,Medium,Shopping
5251,18,1260528,498,High,Dining
5252,51,1768402,415,Medium,Travel
5253,46,3429051,614,Low,Healthcare
5254,65,1970020,519,High,Groceries
5255,64,342712,877,High,Travel
5256,30,4682885,433,Low,Healthcare
5257,65,327129,421,Low,Shopping
5258,66,1074113,720,Low,Travel
5259,46,4699829,791,Medium,Shopping
5260,56,643172,898,Low,Travel
5261,41,1192030,588,High,Travel
5262,43,4930059,352,Medium,Groceries
5263,34,520098,504,Medium,Dining
5264,24,4680349,647,High,Travel
5265,30,2222063,350,Medium,Shopping
5266,22,957902,339,Low,Groceries
5267,43,3939919,549,Low,Travel
5268,66,566099,517,Low,Dining
5269,20,4938347,478,Low,Shopping
5270,24,456094,850,Medium,Groceries
5271,66,2131327,482,High,Healthcare
5272,56,4336578,463,Medium,Entertainment
5273,18,4749417,676,High,Dining
5274,66,4504979,796,High,Healthcare
5275,34,4488570,896,Low,Healthcare
5276,60,3156181,760,Medium,Groceries
5277,42,4690812,773,Low,Groceries
5278,20,4384900,336,Medium,Groceries
5279,32,1216487,898,Medium,Healthcare
5280,46,3928489,618,Low,Entertainment
5281,60,4635776,854,Medium,Shopping
5282,49,1420925,711,Low,Groceries
5283,43,2253301,655,High,Dining
5284,33,4694950,528,Low,Groceries
5285,42,4409979,563,Medium,Entertainment
5286,45,1326805,786,Medium,Groceries
5287,26,3004660,860,High,Entertainment
5288,18,1468895,651,High,Groceries
5289,46,1878575,741,High,Healthcare
5290,39,4225481,758,Low,Entertainment
5291,33,3110049,324,Low,Shopping
5292,58,1303371,430,Medium,Groceries
5293,68,934543,669,High,Healthcare
5294,61,4498149,735,High,Dining
5295,68,1560706,523,Low,Shopping
5296,58,1160705,651,Medium,Healthcare
5297,24,4187338,784,High,Entertainment
5298,31,4124248,496,Low,Travel
5299,46,3599458,408,Low,Dining
5300,36,1452002,519,High,Dining
5301,36,3219684,618,High,Travel
5302,19,2526485,381,Medium,Healthcare
5303,58,3170207,836,High,Healthcare
5304,62,4767522,731,Low,Entertainment
5305,32,4871212,307,High,Dining
5306,20,2468103,448,High,Healthcare
5307,28,448595,397,Medium,Travel
5308,63,2152361,400,Low,Healthcare
5309,47,2476881,666,High,Dining
5310,57,1120200,761,Low,Healthcare
5311,35,1040271,713,Medium,Shopping
5312,68,3959257,558,Low,Travel
5313,65,1796261,655,High,Travel
5314,19,1237763,310,High,Groceries
5315,49,4148602,715,Medium,Healthcare
5316,25,3016300,870,Medium,Entertainment
5317,39,1378152,549,Medium,Travel
5318,23,4404069,849,Low,Healthcare
5319,29,3723700,421,Low,Shopping
5320,64,2307154,364,Low,Dining
5321,57,2032717,601,Low,Dining
5322,53,2046398,424,Medium,Groceries
5323,32,2472660,611,Low,Groceries
5324,45,677698,490,Low,Entertainment
5325,69,3332196,749,Low,Travel
5326,66,730929,458,Low,Entertainment
5327,62,3772653,652,Medium,Travel
5328,35,3623496,562,Medium,Travel
5329,19,3355694,705,High,Shopping
5330,30,2517574,316,High,Groceries
5331,62,2296852,559,Low,Groceries
5332,32,2261838,654,Low,Dining
5333,37,2936563,788,Medium,Groceries
5334,46,4889825,513,High,Groceries
5335,59,3056064,538,Low,Shopping
5336,46,1253535,479,High,Entertainment
5337,20,2610098,718,High,Travel
5338,36,2006129,442,High,Entertainment
5339,20,1605313,616,Medium,Shopping
5340,31,2724462,543,Low,Healthcare
5341,57,4039757,531,Low,Dining
5342,21,4561502,888,Medium,Dining
5343,69,4363121,602,Medium,Dining
5344,28,4735484,630,Medium,Entertainment
5345,48,3886788,860,High,Travel
5346,60,4311818,547,High,Travel
5347,49,2873383,582,Low,Travel
5348,44,531012,586,Low,Dining
5349,47,877578,331,High,Dining
5350,60,4608355,799,High,Entertainment
5351,19,750162,829,Medium,Entertainment
5352,66,2952447,680,High,Dining
5353,26,4919893,362,Low,Healthcare
5354,45,1568737,427,Low,Healthcare
5355,48,3563019,827,Medium,Entertainment
5356,51,3309848,462,Medium,Dining
5357,32,4678903,550,Low,Travel
5358,65,2956624,594,High,Travel
5359,42,3664905,478,High,Healthcare
5360,53,1751870,528,Low,Healthcare
5361,25,3535160,693,High,Dining
5362,26,4386321,695,High,Dining
5363,54,1489783,371,Low,Travel
5364,65,1880913,617,Low,Entertainment
5365,62,4809231,894,Medium,Groceries
5366,56,334278,678,Low,Entertainment
5367,49,1042721,435,Medium,Travel
5368,69,481097,677,Medium,Entertainment
5369,34,2376082,418,High,Travel
5370,52,3608939,829,Low,Dining
5371,54,3658530,822,High,Groceries
5372,36,2873605,686,Low,Groceries
5373,61,4737229,873,Low,Dining
5374,46,2438083,882,High,Shopping
5375,24,1460561,872,Medium,Dining
5376,45,3211164,872,Low,Healthcare
5377,26,2658547,568,Medium,Entertainment
5378,45,3890789,823,High,Groceries
5379,23,2747663,846,High,Dining
5380,46,451442,785,Low,Travel
5381,34,3620690,737,High,Travel
5382,33,1520055,862,Low,Entertainment
5383,40,517152,854,Low,Travel
5384,48,3941761,410,Low,Dining
5385,20,4660025,621,Low,Shopping
5386,38,273916,826,Low,Healthcare
5387,43,626141,476,High,Travel
5388,53,2217949,850,Low,Dining
5389,59,4453618,837,Medium,Shopping
5390,54,4798615,772,Low,Groceries
5391,39,3983599,862,Low,Groceries
5392,59,809003,687,Low,Entertainment
5393,29,2533728,397,High,Healthcare
5394,59,256680,710,Medium,Dining
5395,30,2250377,674,Medium,Dining
5396,28,4900671,469,Medium,Travel
5397,33,4068434,355,High,Shopping
5398,25,3432838,624,High,Healthcare
5399,57,3255319,559,Low,Shopping
5400,57,218510,861,High,Healthcare
5401,62,3931624,639,Medium,Dining
5402,19,4860009,703,Medium,Dining
5403,47,3660054,831,High,Healthcare
5404,47,2848323,473,High,Shopping
5405,29,1136232,837,Medium,Entertainment
5406,27,4929686,459,Medium,Groceries
5407,61,2168487,309,Medium,Groceries
5408,28,1785508,893,Medium,Travel
5409,32,1619702,555,Medium,Travel
5410,33,252748,643,High,Entertainment
5411,34,4191181,835,High,Shopping
5412,43,1311227,672,Low,Entertainment
5413,19,4297304,734,Low,Dining
5414,67,228669,345,Low,Shopping
5415,29,3746226,354,High,Healthcare
5416,68,2585835,377,Low,Groceries
5417,43,2169387,790,Low,Travel
5418,40,4149905,571,High,Shopping
5419,35,4627974,849,Medium,Shopping
5420,49,2067691,410,High,Healthcare
5421,66,1401934,314,High,Dining
5422,55,203599,377,Medium,Dining
5423,64,1377089,800,Low,Groceries
5424,20,3623261,887,High,Entertainment
5425,55,2800017,717,High,Entertainment
5426,20,1523038,574,Medium,Travel
5427,47,2562351,793,High,Dining
5428,18,845452,496,Low,Dining
5429,47,1855443,675,Medium,Dining
5430,62,2301794,362,High,Entertainment
5431,49,1782185,660,Low,Shopping
5432,45,1590688,843,Low,Dining
5433,38,4089381,409,High,Entertainment
5434,63,721315,493,Low,Healthcare
5435,30,1667836,818,Medium,Entertainment
5436,44,3498771,758,Low,Groceries
5437,53,2028918,600,Medium,Dining
5438,24,2938599,867,Medium,Travel
5439,39,4157887,795,Medium,Shopping
5440,27,2370972,448,High,Healthcare
5441,56,2930502,760,Low,Entertainment
5442,32,751764,438,High,Groceries
5443,32,3801627,591,High,Shopping
5444,21,4012079,634,Medium,Healthcare
5445,49,1989033,483,High,Shopping
5446,40,1368931,606,Low,Groceries
5447,23,3415775,561,High,Groceries
5448,41,4536172,609,High,Dining
5449,37,2837108,643,Medium,Travel
5450,54,2325258,723,Medium,Dining
5451,37,2223106,813,High,Entertainment
5452,29,566074,823,Medium,Shopping
5453,50,2184030,560,High,Dining
5454,45,3594493,661,Low,Groceries
5455,25,466651,468,Low,Groceries
5456,18,377375,499,Medium,Groceries
5457,54,3448280,684,Low,Dining
5458,39,3501467,611,Low,Entertainment
5459,23,2427666,881,High,Entertainment
5460,38,2538500,611,Medium,Healthcare
5461,49,2026669,865,Low,Dining
5462,52,4315361,694,Medium,Dining
5463,32,3825153,650,Medium,Dining
5464,22,2789201,327,Medium,Dining
5465,63,1300620,432,Low,Groceries
5466,67,1208882,679,Medium,Travel
5467,65,330436,827,Medium,Dining
5468,23,4483667,586,High,Dining
5469,42,2618113,583,High,Travel
5470,63,1875902,526,High,Dining
5471,57,1819530,726,High,Travel
5472,46,3765117,326,Medium,Groceries
5473,24,4800505,631,High,Healthcare
5474,57,3333105,416,High,Dining
5475,30,3368253,388,Low,Healthcare
5476,55,3458021,421,High,Dining
5477,35,4431707,332,High,Shopping
5478,19,597046,697,Low,Entertainment
5479,25,3270800,824,Medium,Shopping
5480,28,2449170,323,Medium,Groceries
5481,50,2582800,624,Low,Healthcare
5482,55,1883415,333,Low,Healthcare
5483,65,3663587,546,Medium,Travel
5484,44,3271097,318,High,Travel
5485,37,3906871,329,Low,Dining
5486,29,311597,348,Low,Travel
5487,60,4567226,479,Low,Travel
5488,48,1611379,669,Medium,Healthcare
5489,44,2594019,694,Medium,Shopping
5490,49,4036827,889,Medium,Healthcare
5491,27,4391161,795,Medium,Travel
5492,20,3875555,730,Medium,Dining
5493,62,4327741,506,High,Shopping
5494,44,1889224,334,High,Travel
5495,52,2660436,882,Medium,Travel
5496,48,4742429,712,Medium,Entertainment
5497,32,2070942,663,Medium,Dining
5498,33,4272743,609,Low,Dining
5499,30,3093059,578,Low,Travel
5500,66,394202,451,Medium,Travel
5501,52,4716025,526,Medium,Healthcare
5502,69,4128056,542,Low,Groceries
5503,28,3029380,309,Low,Dining
5504,38,2738309,691,Low,Dining
5505,68,1815620,347,Low,Entertainment
5506,28,3130424,503,Low,Healthcare
5507,47,500767,456,Medium,Shopping
5508,65,4178222,325,Medium,Entertainment
5509,52,4450994,720,Low,Entertainment
5510,39,1347556,563,Medium,Shopping
5511,55,717926,828,Low,Shopping
5512,48,1121594,887,Low,Dining
5513,31,656082,769,Low,Groceries
5514,41,1628094,553,Medium,Groceries
5515,67,3916714,845,Medium,Healthcare
5516,66,2560406,446,Medium,Shopping
5517,49,675197,625,Medium,Shopping
5518,53,1380034,637,High,Travel
5519,49,1490858,417,Low,Healthcare
5520,32,4363219,464,Low,Entertainment
5521,60,2082809,849,Medium,Entertainment
5522,52,1082517,497,Medium,Healthcare
5523,20,3304632,673,High,Dining
5524,33,1272374,877,Low,Dining
5525,22,1655357,891,Low,Healthcare
5526,38,2320179,863,Medium,Groceries
5527,27,700252,428,Medium,Healthcare
5528,36,3915222,713,High,Groceries
5529,42,4452638,679,Low,Dining
5530,21,2875059,300,High,Healthcare
5531,46,620091,466,Low,Groceries
5532,36,3499380,315,Medium,Travel
5533,60,459201,411,High,Travel
5534,19,3038339,667,Medium,Healthcare
5535,27,4267520,401,Low,Shopping
5536,60,4925326,893,Low,Healthcare
5537,42,1986936,705,High,Dining
5538,37,4705797,806,Medium,Dining
5539,65,4533227,339,Low,Travel
5540,36,2353766,847,Low,Groceries
5541,40,403474,680,High,Travel
5542,41,326745,815,High,Groceries
5543,28,2002572,796,Medium,Healthcare
5544,63,4850325,580,High,Shopping
5545,51,3295039,650,Low,Dining
5546,45,2835947,633,Medium,Healthcare
5547,22,1573651,823,Medium,Travel
5548,22,2896939,582,Medium,Entertainment
5549,68,1100794,618,Low,Entertainment
5550,38,2132457,713,High,Healthcare
5551,29,1607539,893,Medium,Shopping
5552,67,2296958,313,Low,Groceries
5553,21,4480424,355,High,Shopping
5554,66,1077350,702,Medium,Travel
5555,59,790888,641,High,Shopping
5556,37,2863288,498,High,Dining
5557,55,731108,591,High,Entertainment
5558,42,513678,740,Low,Shopping
5559,31,1989087,377,Medium,Healthcare
5560,28,3733063,411,Medium,Groceries
5561,49,2642716,834,Medium,Dining
5562,28,1427103,674,Low,Dining
5563,35,1594208,415,High,Dining
5564,44,2810948,441,Low,Travel
5565,35,3036297,496,Medium,Travel
5566,40,733885,839,High,Healthcare
5567,28,1991456,598,Low,Groceries
5568,38,2811111,375,Low,Shopping
5569,61,4607300,829,Low,Healthcare
5570,22,3845207,399,Low,Travel
5571,40,3330512,778,High,Healthcare
5572,58,4806302,767,Low,Groceries
5573,42,4859664,591,High,Healthcare
5574,58,2264731,424,Low,Entertainment
5575,27,2798677,818,Medium,Entertainment
5576,39,1058468,322,Low,Dining
5577,36,3643214,461,Low,Shopping
5578,18,3235633,805,Medium,Travel
5579,24,1483224,320,High,Travel
5580,21,3460564,763,Low,Entertainment
5581,18,306998,782,Low,Groceries
5582,32,4914714,801,Medium,Groceries
5583,57,580703,608,High,Groceries
5584,29,4818322,895,Medium,Travel
5585,39,3030273,852,Low,Dining
5586,39,2898457,502,High,Shopping
5587,67,1728545,715,Low,Groceries
5588,64,911182,441,Medium,Travel
5589,34,280291,406,Low,Dining
5590,46,4222610,828,Medium,Groceries
5591,63,1939528,836,Medium,Groceries
5592,31,4974598,875,High,Shopping
5593,67,2192349,590,Medium,Entertainment
5594,37,828556,610,High,Shopping
5595,67,3658010,684,High,Healthcare
5596,65,2883838,352,High,Entertainment
5597,50,421163,884,High,Entertainment
5598,60,2097678,482,High,Entertainment
5599,32,3471341,668,Medium,Groceries
5600,29,2399223,312,Medium,Healthcare
5601,57,3850824,858,High,Travel
5602,37,310572,459,Medium,Shopping
5603,47,2436149,583,High,Entertainment
5604,55,2917159,864,Medium,Entertainment
5605,20,1009063,586,High,Dining
5606,45,601099,307,Low,Groceries
5607,43,4282940,371,Low,Groceries
5608,47,1396845,397,High,Healthcare
5609,30,2187214,386,Medium,Shopping
5610,30,476786,400,High,Entertainment
5611,19,4283671,580,Medium,Entertainment
5612,54,4361011,588,High,Healthcare
5613,66,2927533,495,High,Groceries
5614,55,617799,690,Medium,Shopping
5615,19,3963901,749,Medium,Groceries
5616,53,4998130,667,High,Shopping
5617,43,4718462,729,Low,Groceries
5618,28,3103107,395,Low,Dining
5619,25,4766733,560,Low,Entertainment
5620,61,4484933,811,Low,Healthcare
5621,57,3853432,420,Low,Shopping
5622,60,2636126,665,Medium,Healthcare
5623,39,1556258,631,Low,Shopping
5624,37,2606606,351,Medium,Shopping
5625,25,1363842,695,Low,Entertainment
5626,46,4841154,617,Medium,Shopping
5627,57,3096283,576,Low,Groceries
5628,43,4473487,896,Low,Travel
5629,47,260282,493,Medium,Groceries
5630,34,2355401,320,Medium,Travel
5631,37,4926755,698,High,Entertainment
5632,69,323844,501,Low,Entertainment
5633,33,2631275,765,Low,Groceries
5634,63,2271979,450,Medium,Travel
5635,60,4137080,458,Medium,Entertainment
5636,24,3121580,609,Low,Shopping
5637,33,4850699,803,Low,Shopping
5638,62,2690388,325,Medium,Travel
5639,64,1112234,365,Medium,Travel
5640,65,4376116,562,Low,Healthcare
5641,44,4393352,771,Medium,Shopping
5642,40,3224320,466,Medium,Groceries
5643,41,3106809,453,Low,Healthcare
5644,26,2496397,642,High,Travel
5645,52,1747840,712,Medium,Entertainment
5646,68,1333909,483,High,Groceries
5647,37,4041313,493,Medium,Dining
5648,54,4667255,301,High,Dining
5649,59,1200778,514,Medium,Entertainment
5650,34,3072325,886,High,Dining
5651,64,3198277,782,High,Entertainment
5652,48,716243,860,Medium,Groceries
5653,25,739353,331,High,Entertainment
5654,32,2311577,314,Low,Travel
5655,48,3096695,617,Low,Groceries
5656,47,4256150,542,Low,Healthcare
5657,63,2162821,316,High,Healthcare
5658,37,2640342,833,Medium,Dining
5659,56,202175,380,High,Travel
5660,29,1522061,735,Medium,Healthcare
5661,66,3147492,307,High,Shopping
5662,34,4026742,586,Medium,Shopping
5663,59,3799839,485,High,Dining
5664,47,3929712,823,High,Dining
5665,46,2486113,721,Low,Dining
5666,36,4739563,765,High,Healthcare
5667,63,2589490,382,Low,Travel
5668,28,4822357,866,Medium,Entertainment
5669,51,3807838,782,Medium,Entertainment
5670,67,3430086,624,Low,Dining
5671,24,3710420,718,High,Groceries
5672,61,758867,350,Medium,Dining
5673,51,2969067,326,High,Entertainment
5674,37,240751,844,High,Entertainment
5675,67,1449247,361,High,Entertainment
5676,55,3419908,470,Medium,Healthcare
5677,41,4599054,585,Medium,Travel
5678,27,3379249,416,High,Dining
5679,49,2833004,303,Low,Shopping
5680,69,829443,365,Low,Dining
5681,32,1188144,359,Low,Dining
5682,54,1239535,801,High,Travel
5683,37,2484302,528,Low,Groceries
5684,20,3696619,399,Medium,Dining
5685,54,997634,418,Low,Dining
5686,57,571551,368,Low,Entertainment
5687,25,2208265,520,High,Healthcare
5688,57,4369895,522,Medium,Travel
5689,61,1907621,803,Medium,Healthcare
5690,40,3435925,510,Low,Entertainment
5691,57,1291213,874,High,Dining
5692,28,3842192,561,High,Dining
5693,63,2115954,817,Low,Shopping
5694,25,4207374,547,Medium,Healthcare
5695,46,355647,556,Medium,Entertainment
5696,47,3780345,362,Medium,Travel
5697,27,1378102,691,High,Dining
5698,56,3853451,839,Low,Shopping
5699,45,661833,716,High,Shopping
5700,66,4272681,352,Medium,Groceries
5701,53,2816670,337,High,Travel
5702,30,3448394,607,Medium,Shopping
5703,49,1954741,352,Low,Travel
5704,53,1330127,751,Medium,Dining
5705,54,3941896,760,Low,Groceries
5706,43,1151710,785,High,Entertainment
5707,39,4507427,436,High,Travel
5708,21,3027700,671,High,Entertainment
5709,48,3239206,555,Medium,Groceries
5710,35,3714734,694,Low,Entertainment
5711,55,1497327,336,High,Travel
5712,41,4211577,446,High,Entertainment
5713,40,1035669,307,Low,Travel
5714,39,870774,550,Medium,Healthcare
5715,19,1377209,870,High,Groceries
5716,48,1066297,746,Medium,Travel
5717,28,1890045,562,Medium,Healthcare
5718,45,4980651,738,Medium,Healthcare
5719,63,511294,558,High,Groceries
5720,49,1813955,622,High,Dining
5721,22,2501348,829,Low,Groceries
5722,55,3138926,600,Low,Travel
5723,27,4149770,784,Medium,Dining
5724,57,2069060,391,High,Groceries
5725,63,4743511,463,Medium,Groceries
5726,41,3268689,634,Low,Groceries
5727,52,2719379,614,Medium,Groceries
5728,61,4297996,537,Medium,Dining
5729,65,4447837,382,High,Travel
5730,40,1368964,408,Medium,Healthcare
5731,34,995063,477,Medium,Groceries
5732,18,3433116,549,High,Healthcare
5733,48,4329295,866,High,Healthcare
5734,48,4167924,390,Low,Healthcare
5735,59,4102859,638,High,Groceries
5736,59,4384737,468,Medium,Groceries
5737,51,4507380,438,Low,Entertainment
5738,26,3969023,816,Low,Groceries
5739,39,3018710,877,Low,Groceries
5740,30,4157100,483,Low,Shopping
5741,42,3191002,469,Medium,Travel
5742,65,1320368,661,Medium,Shopping
5743,35,2718800,543,Medium,Entertainment
5744,68,995005,437,Medium,Dining
5745,29,3482178,327,Low,Shopping
5746,57,4722289,818,Medium,Shopping
5747,34,1794745,697,Low,Shopping
5748,32,4983877,632,High,Travel
5749,59,965127,616,Medium,Healthcare
5750,32,2768805,862,High,Dining
5751,32,3168174,725,High,Dining
5752,56,4715593,435,Medium,Travel
5753,30,1568240,566,Low,Entertainment
5754,34,3138396,406,High,Shopping
5755,49,3548410,859,Medium,Healthcare
5756,26,2134062,437,High,Groceries
5757,57,2191524,346,High,Travel
5758,37,3763733,667,Medium,Entertainment
5759,43,4654015,305,High,Healthcare
5760,44,825122,822,Low,Entertainment
